,user_id,x,y,profile,profile_name,profile_description,price_tolerance,cuisine_rank,offer_set_ids,offer_set_names,chosen_id,chosen_name
165,165,0.12097087491401037,7.043140275790375,4,Speed-Obsessed,ETA is the dominant factor; cuisine type matters less.,2,"{np.str_('Burgers/Bar'): 1, np.str_('Gastropub'): 2, np.str_('Bakery'): 3, np.str_('Bakery/Cafe'): 4, np.str_('Persian'): 5, np.str_('Dessert/Chinese'): 6, np.str_('Chinese/Dim Sum'): 7, np.str_('Chinese'): 8, np.str_('Bagels'): 9, np.str_('Tibetan'): 10, np.str_('Burgers/Chicken'): 11, np.str_('Deli/Market'): 12, np.str_('Pizza'): 13, np.str_('Burgers/American'): 14, np.str_('Brewpub'): 15, np.str_('Multi-Concept'): 16, np.str_('Deli'): 17, np.str_('Pizza/Brewpub'): 18, np.str_('Bar/Small Plates'): 19, np.str_('Italian'): 20, np.str_('Mediterranean'): 21, np.str_('Cafe'): 22, np.str_('Juice/Smoothies'): 23, np.str_('Indian/Bar'): 24, np.str_('Tea/Boba'): 25, np.str_('Thai'): 26, np.str_('Indian'): 27, np.str_('Vegan'): 28, np.str_('Vietnamese'): 29, np.str_('Sandwiches'): 30, np.str_('Pakistani/Indian'): 31, np.str_('Californian'): 32, np.str_('Korean-American'): 33, np.str_('Seafood'): 34, np.str_('Latin American'): 35, np.str_('Dessert/Chocolate'): 36, np.str_('Dessert/Matcha'): 37, np.str_('Japanese/Izakaya'): 38, np.str_('Chinese/Noodles'): 39, np.str_('Mexican'): 40, np.str_('Sandwiches/Salads'): 41, np.str_('Breakfast/Brunch'): 42, np.str_('Dessert'): 43, np.str_('Creperie'): 44, np.str_('Diner/Breakfast'): 45, np.str_('Spanish'): 46, np.str_('Japanese'): 47, np.str_('Dessert/Gelato'): 48, np.str_('Cajun/Creole'): 49}","[45, 35, 65, 58, 60]","['Cancun Sabor Mexicano', 'Bench Cafe Patisserie', 'Hui Lau Shan', 'Endless Summer Sweets', 'Friendly Market']",60,Friendly Market
166,166,2.093282899128057,7.3896706579530855,3,Rating Snob,Cares mostly about high ratings; price and speed are secondary.,2,"{np.str_('Dessert/Matcha'): 1, np.str_('Gastropub'): 2, np.str_('Japanese/Izakaya'): 3, np.str_('Californian'): 4, np.str_('Cafe'): 5, np.str_('Indian/Bar'): 6, np.str_('Deli'): 7, np.str_('Dessert/Chocolate'): 8, np.str_('Persian'): 9, np.str_('Multi-Concept'): 10, np.str_('Vietnamese'): 11, np.str_('Mexican'): 12, np.str_('Burgers/Bar'): 13, np.str_('Sandwiches/Salads'): 14, np.str_('Cajun/Creole'): 15, np.str_('Deli/Market'): 16, np.str_('Vegan'): 17, np.str_('Burgers/Chicken'): 18, np.str_('Sandwiches'): 19, np.str_('Dessert'): 20, np.str_('Chinese'): 21, np.str_('Pakistani/Indian'): 22, np.str_('Tibetan'): 23, np.str_('Juice/Smoothies'): 24, np.str_('Tea/Boba'): 25, np.str_('Chinese/Noodles'): 26, np.str_('Diner/Breakfast'): 27, np.str_('Dessert/Chinese'): 28, np.str_('Thai'): 29, np.str_('Bar/Small Plates'): 30, np.str_('Indian'): 31, np.str_('Creperie'): 32, np.str_('Pizza'): 33, np.str_('Breakfast/Brunch'): 34, np.str_('Mediterranean'): 35, np.str_('Seafood'): 36, np.str_('Japanese'): 37, np.str_('Latin American'): 38, np.str_('Italian'): 39, np.str_('Bagels'): 40, np.str_('Pizza/Brewpub'): 41, np.str_('Bakery/Cafe'): 42, np.str_('Dessert/Gelato'): 43, np.str_('Spanish'): 44, np.str_('Chinese/Dim Sum'): 45, np.str_('Korean-American'): 46, np.str_('Burgers/American'): 47, np.str_('Brewpub'): 48, np.str_('Bakery'): 49}","[58, 53, 27, 57, 12]","['Endless Summer Sweets', 'Dessert N Spice', 'Almare Gelato Italiano', 'elaichi co.', 'Berkeley Social Club']",57,elaichi co.
167,167,3.3596664404698453,3.2924203352463066,1,Cuisine-Focused Foodie,Strongly prefers restaurants that match personal cuisine tastes.,3,"{np.str_('Chinese/Noodles'): 1, np.str_('Californian'): 2, np.str_('Pizza/Brewpub'): 3, np.str_('Pizza'): 4, np.str_('Burgers/Chicken'): 5, np.str_('Cafe'): 6, np.str_('Italian'): 7, np.str_('Juice/Smoothies'): 8, np.str_('Tea/Boba'): 9, np.str_('Indian'): 10, np.str_('Japanese/Izakaya'): 11, np.str_('Korean-American'): 12, np.str_('Thai'): 13, np.str_('Vegan'): 14, np.str_('Chinese'): 15, np.str_('Bagels'): 16, np.str_('Dessert/Matcha'): 17, np.str_('Gastropub'): 18, np.str_('Brewpub'): 19, np.str_('Burgers/American'): 20, np.str_('Diner/Breakfast'): 21, np.str_('Chinese/Dim Sum'): 22, np.str_('Burgers/Bar'): 23, np.str_('Bar/Small Plates'): 24, np.str_('Dessert/Chocolate'): 25, np.str_('Bakery'): 26, np.str_('Japanese'): 27, np.str_('Sandwiches'): 28, np.str_('Creperie'): 29, np.str_('Dessert'): 30, np.str_('Deli'): 31, np.str_('Breakfast/Brunch'): 32, np.str_('Latin American'): 33, np.str_('Mediterranean'): 34, np.str_('Cajun/Creole'): 35, np.str_('Indian/Bar'): 36, np.str_('Dessert/Chinese'): 37, np.str_('Deli/Market'): 38, np.str_('Spanish'): 39, np.str_('Tibetan'): 40, np.str_('Sandwiches/Salads'): 41, np.str_('Pakistani/Indian'): 42, np.str_('Vietnamese'): 43, np.str_('Bakery/Cafe'): 44, np.str_('Mexican'): 45, np.str_('Seafood'): 46, np.str_('Persian'): 47, np.str_('Dessert/Gelato'): 48, np.str_('Multi-Concept'): 49}","[37, 53, 79, 4, 21]","['Beta Lounge', 'Dessert N Spice', 'Starter Bakery', 'Fish & Bird Sousaku Izakaya', 'Gather']",21,Gather
168,168,1.3635379511075751,6.2245187449034525,5,Quality-Driven Healthy Eater,Values high-quality and well-rated restaurants.,1,"{np.str_('Thai'): 1, np.str_('Multi-Concept'): 2, np.str_('Spanish'): 3, np.str_('Bakery/Cafe'): 4, np.str_('Dessert/Matcha'): 5, np.str_('Pizza'): 6, np.str_('Burgers/American'): 7, np.str_('Deli/Market'): 8, np.str_('Dessert/Chocolate'): 9, np.str_('Dessert'): 10, np.str_('Californian'): 11, np.str_('Creperie'): 12, np.str_('Persian'): 13, np.str_('Mexican'): 14, np.str_('Juice/Smoothies'): 15, np.str_('Japanese/Izakaya'): 16, np.str_('Pakistani/Indian'): 17, np.str_('Deli'): 18, np.str_('Latin American'): 19, np.str_('Italian'): 20, np.str_('Pizza/Brewpub'): 21, np.str_('Dessert/Gelato'): 22, np.str_('Diner/Breakfast'): 23, np.str_('Cafe'): 24, np.str_('Chinese/Dim Sum'): 25, np.str_('Indian/Bar'): 26, np.str_('Sandwiches/Salads'): 27, np.str_('Bar/Small Plates'): 28, np.str_('Vegan'): 29, np.str_('Seafood'): 30, np.str_('Mediterranean'): 31, np.str_('Breakfast/Brunch'): 32, np.str_('Vietnamese'): 33, np.str_('Burgers/Chicken'): 34, np.str_('Sandwiches'): 35, np.str_('Burgers/Bar'): 36, np.str_('Brewpub'): 37, np.str_('Chinese'): 38, np.str_('Bakery'): 39, np.str_('Chinese/Noodles'): 40, np.str_('Indian'): 41, np.str_('Bagels'): 42, np.str_('Tea/Boba'): 43, np.str_('Japanese'): 44, np.str_('Dessert/Chinese'): 45, np.str_('Gastropub'): 46, np.str_('Korean-American'): 47, np.str_('Cajun/Creole'): 48, np.str_('Tibetan'): 49}","[2, 60, 66, 4, 37]","['Comal', 'Friendly Market', ""Ike's Love & Sandwiches"", 'Fish & Bird Sousaku Izakaya', 'Beta Lounge']",60,Friendly Market
169,169,6.639868618670157,2.407411381156198,3,Rating Snob,Cares mostly about high ratings; price and speed are secondary.,1,"{np.str_('Dessert/Matcha'): 1, np.str_('Burgers/Chicken'): 2, np.str_('Thai'): 3, np.str_('Diner/Breakfast'): 4, np.str_('Californian'): 5, np.str_('Italian'): 6, np.str_('Creperie'): 7, np.str_('Burgers/Bar'): 8, np.str_('Indian'): 9, np.str_('Bakery/Cafe'): 10, np.str_('Deli'): 11, np.str_('Cajun/Creole'): 12, np.str_('Chinese/Dim Sum'): 13, np.str_('Dessert/Gelato'): 14, np.str_('Pakistani/Indian'): 15, np.str_('Cafe'): 16, np.str_('Pizza'): 17, np.str_('Chinese'): 18, np.str_('Vegan'): 19, np.str_('Bagels'): 20, np.str_('Korean-American'): 21, np.str_('Juice/Smoothies'): 22, np.str_('Dessert/Chocolate'): 23, np.str_('Vietnamese'): 24, np.str_('Bar/Small Plates'): 25, np.str_('Bakery'): 26, np.str_('Latin American'): 27, np.str_('Japanese'): 28, np.str_('Burgers/American'): 29, np.str_('Tea/Boba'): 30, np.str_('Dessert/Chinese'): 31, np.str_('Multi-Concept'): 32, np.str_('Persian'): 33, np.str_('Pizza/Brewpub'): 34, np.str_('Sandwiches/Salads'): 35, np.str_('Tibetan'): 36, np.str_('Spanish'): 37, np.str_('Indian/Bar'): 38, np.str_('Sandwiches'): 39, np.str_('Seafood'): 40, np.str_('Deli/Market'): 41, np.str_('Brewpub'): 42, np.str_('Gastropub'): 43, np.str_('Japanese/Izakaya'): 44, np.str_('Breakfast/Brunch'): 45, np.str_('Mediterranean'): 46, np.str_('Dessert'): 47, np.str_('Chinese/Noodles'): 48, np.str_('Mexican'): 49}","[66, 71, 80, 84, 69]","[""Ike's Love & Sandwiches"", 'Farmhouse Kitchen Thai Cuisine', 'Oceanview Diner', 'Caffe Mediterraneum', 'Impression of Lanzhou']",84,Caffe Mediterraneum
170,170,3.051121396784092,3.988215314075437,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,1,"{np.str_('Bakery'): 1, np.str_('Vietnamese'): 2, np.str_('Indian'): 3, np.str_('Creperie'): 4, np.str_('Mexican'): 5, np.str_('Chinese/Dim Sum'): 6, np.str_('Diner/Breakfast'): 7, np.str_('Pizza/Brewpub'): 8, np.str_('Deli'): 9, np.str_('Korean-American'): 10, np.str_('Dessert/Matcha'): 11, np.str_('Spanish'): 12, np.str_('Chinese/Noodles'): 13, np.str_('Brewpub'): 14, np.str_('Pakistani/Indian'): 15, np.str_('Multi-Concept'): 16, np.str_('Burgers/American'): 17, np.str_('Vegan'): 18, np.str_('Thai'): 19, np.str_('Breakfast/Brunch'): 20, np.str_('Bagels'): 21, np.str_('Burgers/Chicken'): 22, np.str_('Indian/Bar'): 23, np.str_('Dessert/Chinese'): 24, np.str_('Burgers/Bar'): 25, np.str_('Chinese'): 26, np.str_('Cajun/Creole'): 27, np.str_('Mediterranean'): 28, np.str_('Bar/Small Plates'): 29, np.str_('Dessert'): 30, np.str_('Gastropub'): 31, np.str_('Dessert/Chocolate'): 32, np.str_('Japanese'): 33, np.str_('Tibetan'): 34, np.str_('Tea/Boba'): 35, np.str_('Persian'): 36, np.str_('Bakery/Cafe'): 37, np.str_('Seafood'): 38, np.str_('Latin American'): 39, np.str_('Sandwiches/Salads'): 40, np.str_('Italian'): 41, np.str_('Californian'): 42, np.str_('Cafe'): 43, np.str_('Deli/Market'): 44, np.str_('Japanese/Izakaya'): 45, np.str_('Pizza'): 46, np.str_('Sandwiches'): 47, np.str_('Dessert/Gelato'): 48, np.str_('Juice/Smoothies'): 49}","[54, 10, 95, 86, 28]","['E-Z Stop Deli', 'Fava', 'Roast & Toast Cafe', 'Teaspoon', 'Amausaan Uji Matcha']",28,Amausaan Uji Matcha
171,171,6.5193305947575055,0.2608328668472182,5,Quality-Driven Healthy Eater,Values high-quality and well-rated restaurants.,1,"{np.str_('Dessert/Chocolate'): 1, np.str_('Californian'): 2, np.str_('Bakery'): 3, np.str_('Tibetan'): 4, np.str_('Italian'): 5, np.str_('Cajun/Creole'): 6, np.str_('Vegan'): 7, np.str_('Burgers/Bar'): 8, np.str_('Multi-Concept'): 9, np.str_('Vietnamese'): 10, np.str_('Dessert/Chinese'): 11, np.str_('Bar/Small Plates'): 12, np.str_('Spanish'): 13, np.str_('Latin American'): 14, np.str_('Juice/Smoothies'): 15, np.str_('Creperie'): 16, np.str_('Tea/Boba'): 17, np.str_('Sandwiches'): 18, np.str_('Persian'): 19, np.str_('Dessert'): 20, np.str_('Indian'): 21, np.str_('Pizza'): 22, np.str_('Bakery/Cafe'): 23, np.str_('Mexican'): 24, np.str_('Chinese'): 25, np.str_('Burgers/Chicken'): 26, np.str_('Pakistani/Indian'): 27, np.str_('Thai'): 28, np.str_('Deli'): 29, np.str_('Bagels'): 30, np.str_('Seafood'): 31, np.str_('Chinese/Dim Sum'): 32, np.str_('Dessert/Gelato'): 33, np.str_('Japanese/Izakaya'): 34, np.str_('Breakfast/Brunch'): 35, np.str_('Japanese'): 36, np.str_('Pizza/Brewpub'): 37, np.str_('Sandwiches/Salads'): 38, np.str_('Gastropub'): 39, np.str_('Dessert/Matcha'): 40, np.str_('Korean-American'): 41, np.str_('Cafe'): 42, np.str_('Brewpub'): 43, np.str_('Diner/Breakfast'): 44, np.str_('Deli/Market'): 45, np.str_('Burgers/American'): 46, np.str_('Mediterranean'): 47, np.str_('Indian/Bar'): 48, np.str_('Chinese/Noodles'): 49}","[23, 4, 59, 11, 38]","[""Henry's"", 'Fish & Bird Sousaku Izakaya', 'Eureka!', 'Funky Elephant', 'Blue Bottle Cafe']",4,Fish & Bird Sousaku Izakaya
172,172,7.064105328502284,7.956352921734672,3,Rating Snob,Cares mostly about high ratings; price and speed are secondary.,2,"{np.str_('Diner/Breakfast'): 1, np.str_('Burgers/American'): 2, np.str_('Chinese/Dim Sum'): 3, np.str_('Gastropub'): 4, np.str_('Mexican'): 5, np.str_('Indian'): 6, np.str_('Bar/Small Plates'): 7, np.str_('Thai'): 8, np.str_('Spanish'): 9, np.str_('Dessert'): 10, np.str_('Dessert/Chinese'): 11, np.str_('Chinese/Noodles'): 12, np.str_('Japanese'): 13, np.str_('Californian'): 14, np.str_('Multi-Concept'): 15, np.str_('Juice/Smoothies'): 16, np.str_('Cafe'): 17, np.str_('Sandwiches/Salads'): 18, np.str_('Breakfast/Brunch'): 19, np.str_('Seafood'): 20, np.str_('Deli/Market'): 21, np.str_('Burgers/Bar'): 22, np.str_('Pizza/Brewpub'): 23, np.str_('Creperie'): 24, np.str_('Mediterranean'): 25, np.str_('Pizza'): 26, np.str_('Dessert/Chocolate'): 27, np.str_('Chinese'): 28, np.str_('Latin American'): 29, np.str_('Burgers/Chicken'): 30, np.str_('Brewpub'): 31, np.str_('Cajun/Creole'): 32, np.str_('Indian/Bar'): 33, np.str_('Vegan'): 34, np.str_('Bakery'): 35, np.str_('Tea/Boba'): 36, np.str_('Dessert/Gelato'): 37, np.str_('Pakistani/Indian'): 38, np.str_('Italian'): 39, np.str_('Tibetan'): 40, np.str_('Persian'): 41, np.str_('Deli'): 42, np.str_('Vietnamese'): 43, np.str_('Sandwiches'): 44, np.str_('Japanese/Izakaya'): 45, np.str_('Bagels'): 46, np.str_('Korean-American'): 47, np.str_('Bakery/Cafe'): 48, np.str_('Dessert/Matcha'): 49}","[39, 10, 71, 6, 68]","[""Bobby G's Pizzeria"", 'Fava', 'Farmhouse Kitchen Thai Cuisine', ""Vik's Chaat"", 'Kiraku']",6,Vik's Chaat
173,173,6.814458761198209,9.376537855579782,4,Speed-Obsessed,ETA is the dominant factor; cuisine type matters less.,1,"{np.str_('Thai'): 1, np.str_('Burgers/Bar'): 2, np.str_('Korean-American'): 3, np.str_('Burgers/American'): 4, np.str_('Mexican'): 5, np.str_('Bagels'): 6, np.str_('Brewpub'): 7, np.str_('Vietnamese'): 8, np.str_('Dessert/Chinese'): 9, np.str_('Dessert'): 10, np.str_('Dessert/Matcha'): 11, np.str_('Sandwiches/Salads'): 12, np.str_('Sandwiches'): 13, np.str_('Tea/Boba'): 14, np.str_('Chinese'): 15, np.str_('Chinese/Noodles'): 16, np.str_('Bar/Small Plates'): 17, np.str_('Cajun/Creole'): 18, np.str_('Chinese/Dim Sum'): 19, np.str_('Breakfast/Brunch'): 20, np.str_('Bakery'): 21, np.str_('Pakistani/Indian'): 22, np.str_('Californian'): 23, np.str_('Spanish'): 24, np.str_('Indian'): 25, np.str_('Bakery/Cafe'): 26, np.str_('Pizza/Brewpub'): 27, np.str_('Japanese/Izakaya'): 28, np.str_('Vegan'): 29, np.str_('Seafood'): 30, np.str_('Juice/Smoothies'): 31, np.str_('Indian/Bar'): 32, np.str_('Pizza'): 33, np.str_('Diner/Breakfast'): 34, np.str_('Latin American'): 35, np.str_('Dessert/Chocolate'): 36, np.str_('Dessert/Gelato'): 37, np.str_('Cafe'): 38, np.str_('Tibetan'): 39, np.str_('Multi-Concept'): 40, np.str_('Deli'): 41, np.str_('Italian'): 42, np.str_('Persian'): 43, np.str_('Creperie'): 44, np.str_('Japanese'): 45, np.str_('Burgers/Chicken'): 46, np.str_('Deli/Market'): 47, np.str_('Mediterranean'): 48, np.str_('Gastropub'): 49}","[22, 92, 85, 16, 7]","[""Julia's Restaurant"", 'Sweetheart Cafe', 'RareTea', 'Sliver Pizzeria', 'Iyasare']",85,RareTea
174,174,0.13073619605447284,4.75218342372429,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,3,"{np.str_('Mexican'): 1, np.str_('Juice/Smoothies'): 2, np.str_('Dessert/Gelato'): 3, np.str_('Pizza/Brewpub'): 4, np.str_('Breakfast/Brunch'): 5, np.str_('Brewpub'): 6, np.str_('Pizza'): 7, np.str_('Dessert/Matcha'): 8, np.str_('Bagels'): 9, np.str_('Chinese/Noodles'): 10, np.str_('Diner/Breakfast'): 11, np.str_('Burgers/Bar'): 12, np.str_('Japanese'): 13, np.str_('Seafood'): 14, np.str_('Cajun/Creole'): 15, np.str_('Californian'): 16, np.str_('Bar/Small Plates'): 17, np.str_('Japanese/Izakaya'): 18, np.str_('Tibetan'): 19, np.str_('Vietnamese'): 20, np.str_('Persian'): 21, np.str_('Korean-American'): 22, np.str_('Vegan'): 23, np.str_('Deli/Market'): 24, np.str_('Dessert/Chocolate'): 25, np.str_('Mediterranean'): 26, np.str_('Dessert'): 27, np.str_('Bakery'): 28, np.str_('Thai'): 29, np.str_('Chinese/Dim Sum'): 30, np.str_('Pakistani/Indian'): 31, np.str_('Indian'): 32, np.str_('Creperie'): 33, np.str_('Gastropub'): 34, np.str_('Deli'): 35, np.str_('Burgers/Chicken'): 36, np.str_('Multi-Concept'): 37, np.str_('Italian'): 38, np.str_('Sandwiches'): 39, np.str_('Tea/Boba'): 40, np.str_('Chinese'): 41, np.str_('Dessert/Chinese'): 42, np.str_('Indian/Bar'): 43, np.str_('Bakery/Cafe'): 44, np.str_('Spanish'): 45, np.str_('Latin American'): 46, np.str_('Cafe'): 47, np.str_('Sandwiches/Salads'): 48, np.str_('Burgers/American'): 49}","[59, 48, 40, 45, 72]","['Eureka!', 'Comal Next Door', 'Bubble Tea Sharetime', 'Cancun Sabor Mexicano', 'El Burro Picante']",48,Comal Next Door
175,175,2.229467049335211,4.245526528734912,7,Curious Food Explorer,Likes variety and experimentation; price-insensitive.,1,"{np.str_('Gastropub'): 1, np.str_('Latin American'): 2, np.str_('Burgers/American'): 3, np.str_('Tea/Boba'): 4, np.str_('Korean-American'): 5, np.str_('Dessert/Chocolate'): 6, np.str_('Dessert/Matcha'): 7, np.str_('Creperie'): 8, np.str_('Mediterranean'): 9, np.str_('Bakery/Cafe'): 10, np.str_('Cajun/Creole'): 11, np.str_('Japanese'): 12, np.str_('Pizza/Brewpub'): 13, np.str_('Indian'): 14, np.str_('Sandwiches/Salads'): 15, np.str_('Chinese/Dim Sum'): 16, np.str_('Japanese/Izakaya'): 17, np.str_('Indian/Bar'): 18, np.str_('Spanish'): 19, np.str_('Persian'): 20, np.str_('Juice/Smoothies'): 21, np.str_('Vegan'): 22, np.str_('Mexican'): 23, np.str_('Vietnamese'): 24, np.str_('Sandwiches'): 25, np.str_('Burgers/Bar'): 26, np.str_('Bagels'): 27, np.str_('Multi-Concept'): 28, np.str_('Bar/Small Plates'): 29, np.str_('Californian'): 30, np.str_('Bakery'): 31, np.str_('Seafood'): 32, np.str_('Tibetan'): 33, np.str_('Pakistani/Indian'): 34, np.str_('Italian'): 35, np.str_('Cafe'): 36, np.str_('Burgers/Chicken'): 37, np.str_('Pizza'): 38, np.str_('Dessert/Chinese'): 39, np.str_('Dessert'): 40, np.str_('Breakfast/Brunch'): 41, np.str_('Deli/Market'): 42, np.str_('Diner/Breakfast'): 43, np.str_('Chinese'): 44, np.str_('Brewpub'): 45, np.str_('Dessert/Gelato'): 46, np.str_('Chinese/Noodles'): 47, np.str_('Thai'): 48, np.str_('Deli'): 49}","[5, 96, 14, 65, 55]","['La Marcha Tapas Bar', 'The Hidden Cafe', 'Rose Pizzeria', 'Hui Lau Shan', 'Earthbar']",5,La Marcha Tapas Bar
176,176,8.864643481838621,4.97620065324647,7,Curious Food Explorer,Likes variety and experimentation; price-insensitive.,1,"{np.str_('Vietnamese'): 1, np.str_('Latin American'): 2, np.str_('Dessert/Gelato'): 3, np.str_('Brewpub'): 4, np.str_('Chinese/Noodles'): 5, np.str_('Thai'): 6, np.str_('Mediterranean'): 7, np.str_('Vegan'): 8, np.str_('Burgers/Bar'): 9, np.str_('Bakery'): 10, np.str_('Creperie'): 11, np.str_('Bar/Small Plates'): 12, np.str_('Bagels'): 13, np.str_('Italian'): 14, np.str_('Seafood'): 15, np.str_('Breakfast/Brunch'): 16, np.str_('Dessert'): 17, np.str_('Tibetan'): 18, np.str_('Tea/Boba'): 19, np.str_('Pakistani/Indian'): 20, np.str_('Gastropub'): 21, np.str_('Juice/Smoothies'): 22, np.str_('Indian/Bar'): 23, np.str_('Persian'): 24, np.str_('Dessert/Matcha'): 25, np.str_('Sandwiches'): 26, np.str_('Californian'): 27, np.str_('Spanish'): 28, np.str_('Japanese/Izakaya'): 29, np.str_('Burgers/Chicken'): 30, np.str_('Chinese/Dim Sum'): 31, np.str_('Diner/Breakfast'): 32, np.str_('Deli'): 33, np.str_('Sandwiches/Salads'): 34, np.str_('Burgers/American'): 35, np.str_('Dessert/Chinese'): 36, np.str_('Pizza/Brewpub'): 37, np.str_('Mexican'): 38, np.str_('Korean-American'): 39, np.str_('Japanese'): 40, np.str_('Dessert/Chocolate'): 41, np.str_('Cajun/Creole'): 42, np.str_('Cafe'): 43, np.str_('Deli/Market'): 44, np.str_('Pizza'): 45, np.str_('Multi-Concept'): 46, np.str_('Indian'): 47, np.str_('Bakery/Cafe'): 48, np.str_('Chinese'): 49}","[22, 9, 89, 20, 12]","[""Julia's Restaurant"", 'Skates On The Bay', 'Plentea', 'Triple Rock Brewery', 'Berkeley Social Club']",20,Triple Rock Brewery
177,177,1.795438707941669,9.048966114731265,10,Rating + Speed Hybrid,Strongly cares about both high ratings and quick delivery.,3,"{np.str_('Creperie'): 1, np.str_('Chinese/Dim Sum'): 2, np.str_('Juice/Smoothies'): 3, np.str_('Cafe'): 4, np.str_('Dessert/Matcha'): 5, np.str_('Dessert/Chocolate'): 6, np.str_('Japanese/Izakaya'): 7, np.str_('Diner/Breakfast'): 8, np.str_('Chinese'): 9, np.str_('Indian'): 10, np.str_('Mexican'): 11, np.str_('Dessert'): 12, np.str_('Burgers/American'): 13, np.str_('Seafood'): 14, np.str_('Gastropub'): 15, np.str_('Tibetan'): 16, np.str_('Breakfast/Brunch'): 17, np.str_('Deli'): 18, np.str_('Korean-American'): 19, np.str_('Indian/Bar'): 20, np.str_('Cajun/Creole'): 21, np.str_('Chinese/Noodles'): 22, np.str_('Californian'): 23, np.str_('Burgers/Bar'): 24, np.str_('Pizza/Brewpub'): 25, np.str_('Multi-Concept'): 26, np.str_('Brewpub'): 27, np.str_('Tea/Boba'): 28, np.str_('Thai'): 29, np.str_('Bakery/Cafe'): 30, np.str_('Burgers/Chicken'): 31, np.str_('Deli/Market'): 32, np.str_('Bar/Small Plates'): 33, np.str_('Spanish'): 34, np.str_('Persian'): 35, np.str_('Vietnamese'): 36, np.str_('Sandwiches'): 37, np.str_('Pizza'): 38, np.str_('Latin American'): 39, np.str_('Bagels'): 40, np.str_('Sandwiches/Salads'): 41, np.str_('Bakery'): 42, np.str_('Dessert/Chinese'): 43, np.str_('Vegan'): 44, np.str_('Italian'): 45, np.str_('Dessert/Gelato'): 46, np.str_('Mediterranean'): 47, np.str_('Japanese'): 48, np.str_('Pakistani/Indian'): 49}","[73, 54, 22, 32, 24]","['Boichik Bagels', 'E-Z Stop Deli', ""Julia's Restaurant"", ""Bag O' Crab"", 'Revival Bar+Kitchen']",32,Bag O' Crab
178,178,4.887824176847179,8.600498796962171,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,3,"{np.str_('Diner/Breakfast'): 1, np.str_('Sandwiches/Salads'): 2, np.str_('Latin American'): 3, np.str_('Dessert/Chinese'): 4, np.str_('Burgers/American'): 5, np.str_('Italian'): 6, np.str_('Pakistani/Indian'): 7, np.str_('Californian'): 8, np.str_('Persian'): 9, np.str_('Pizza'): 10, np.str_('Bar/Small Plates'): 11, np.str_('Chinese/Dim Sum'): 12, np.str_('Multi-Concept'): 13, np.str_('Bakery/Cafe'): 14, np.str_('Pizza/Brewpub'): 15, np.str_('Deli/Market'): 16, np.str_('Tibetan'): 17, np.str_('Dessert'): 18, np.str_('Deli'): 19, np.str_('Vietnamese'): 20, np.str_('Indian'): 21, np.str_('Indian/Bar'): 22, np.str_('Thai'): 23, np.str_('Burgers/Chicken'): 24, np.str_('Korean-American'): 25, np.str_('Gastropub'): 26, np.str_('Bagels'): 27, np.str_('Chinese/Noodles'): 28, np.str_('Spanish'): 29, np.str_('Dessert/Matcha'): 30, np.str_('Bakery'): 31, np.str_('Japanese/Izakaya'): 32, np.str_('Dessert/Gelato'): 33, np.str_('Seafood'): 34, np.str_('Vegan'): 35, np.str_('Cafe'): 36, np.str_('Dessert/Chocolate'): 37, np.str_('Chinese'): 38, np.str_('Cajun/Creole'): 39, np.str_('Juice/Smoothies'): 40, np.str_('Creperie'): 41, np.str_('Mexican'): 42, np.str_('Mediterranean'): 43, np.str_('Japanese'): 44, np.str_('Burgers/Bar'): 45, np.str_('Tea/Boba'): 46, np.str_('Sandwiches'): 47, np.str_('Breakfast/Brunch'): 48, np.str_('Brewpub'): 49}","[70, 36, 88, 58, 65]","['Noodle Dynasty', 'Berkeley Espresso', 'Pink Cloud Tea & More', 'Endless Summer Sweets', 'Hui Lau Shan']",70,Noodle Dynasty
